"run","discount","nblock","type","row","names","par","true_par","convergence"
22,8,1,1,1,"shape",0.153824275566236,0.333,0
22,8,1,1,1,"color",0.7112368314579,0.333333333333333,0
22,8,1,1,1,"lambda",1.35455688140129,1,0
22,8,1,1,1,"r",1.40398045716718,1,0
22,8,1,1,1,"q",1.5928145287979,1,0
22,8,1,1,1,"b0",0.636037406810904,0.5,0
22,8,1,1,1,"b1",0.363962593189396,0.5,0
22,8,1,1,1,"tau",0.00197638849242788,0.1,0
23,8,1,1,1,"size",0.332487046313465,0.333666666666667,0
23,8,1,1,1,"shape",0.333891449031782,0.333,0
23,8,1,1,1,"color",0.333621504654754,0.333333333333333,0
23,8,1,1,1,"lambda",0.526147663913843,1,0
23,8,1,1,1,"r",1.49671199233952,1,0
23,8,1,1,1,"q",1.50328363114873,1,0
23,8,1,1,1,"b0",0.848418559312301,0.5,0
23,8,1,1,1,"b1",0.151581440687699,0.5,0
23,8,1,1,1,"tau",0.0378295338776031,0.1,0
24,8,1,1,1,"size",0.332487046313465,0.333666666666667,0
24,8,1,1,1,"shape",0.333891449031782,0.333,0
24,8,1,1,1,"color",0.333621504654754,0.333333333333333,0
24,8,1,1,1,"lambda",0.526147663913843,1,0
24,8,1,1,1,"r",1.49671199233952,1,0
24,8,1,1,1,"q",1.50328363114873,1,0
24,8,1,1,1,"b0",0.848418559312301,0.5,0
24,8,1,1,1,"b1",0.151581440687699,0.5,0
24,8,1,1,1,"tau",0.0378295338776031,0.1,0
25,8,1,1,1,"size",0.827651763346555,0.333666666666667,0
25,8,1,1,1,"shape",0.00127100449789572,0.333,0
25,8,1,1,1,"color",0.171077232155549,0.333333333333333,0
25,8,1,1,1,"lambda",0.754517842576637,1,0
25,8,1,1,1,"r",1.83469129554578,1,0
25,8,1,1,1,"q",1.13362083017098,1,0
25,8,1,1,1,"b0",0.470387113775147,0.5,0
25,8,1,1,1,"b1",0.529612886224799,0.5,0
25,8,1,1,1,"tau",0.00100124526449965,0.1,0
26,8,1,1,1,"size",0.332487046313465,0.333666666666667,0
26,8,1,1,1,"shape",0.333891449031782,0.333,0
26,8,1,1,1,"color",0.333621504654754,0.333333333333333,0
26,8,1,1,1,"lambda",0.526147663913843,1,0
26,8,1,1,1,"r",1.49671199233952,1,0
26,8,1,1,1,"q",1.50328363114873,1,0
26,8,1,1,1,"b0",0.848418559312301,0.5,0
26,8,1,1,1,"b1",0.151581440687699,0.5,0
26,8,1,1,1,"tau",0.0378295338776031,0.1,0
27,8,1,1,1,"size",0.332487046313465,0.333666666666667,0
27,8,1,1,1,"shape",0.333891449031782,0.333,0
27,8,1,1,1,"color",0.333621504654754,0.333333333333333,0
27,8,1,1,1,"lambda",0.526147663913843,1,0
27,8,1,1,1,"r",1.49671199233952,1,0
27,8,1,1,1,"q",1.50328363114873,1,0
27,8,1,1,1,"b0",0.848418559312301,0.5,0
27,8,1,1,1,"b1",0.151581440687699,0.5,0
27,8,1,1,1,"tau",0.0378295338776031,0.1,0
28,8,1,1,1,"size",0.134938892975864,0.333666666666667,0
28,8,1,1,1,"shape",0.153824275566236,0.333,0
28,8,1,1,1,"color",0.7112368314579,0.333333333333333,0
28,8,1,1,1,"lambda",1.35455688140129,1,0
28,8,1,1,1,"r",1.40398045716718,1,0
28,8,1,1,1,"q",1.5928145287979,1,0
28,8,1,1,1,"b0",0.636037406810904,0.5,0
28,8,1,1,1,"b1",0.363962593189396,0.5,0
28,8,1,1,1,"tau",0.00197638849242788,0.1,0
29,8,1,1,1,"size",0.00104415237760483,0.333666666666667,0
29,8,1,1,1,"shape",0.735192602400139,0.333,0
29,8,1,1,1,"color",0.263763245222256,0.333333333333333,0
29,8,1,1,1,"lambda",7.83216301057765,1,0
29,8,1,1,1,"r",1.39192059284673,1,0
29,8,1,1,1,"q",1.39575348011313,1,0
29,8,1,1,1,"b0",0.113197334470509,0.5,0
29,8,1,1,1,"b1",0.886802665529491,0.5,0
29,8,1,1,1,"tau",0.00100942965658698,0.1,0
30,8,1,1,1,"size",0.526844284539088,0.333666666666667,0
30,8,1,1,1,"shape",0.00539293026680188,0.333,0
30,8,1,1,1,"color",0.467762785196442,0.333333333333333,0
30,8,1,1,1,"lambda",0.655580342564874,1,0
30,8,1,1,1,"r",1.83389981438394,1,0
30,8,1,1,1,"q",1.15600809805406,1,0
30,8,1,1,1,"b0",0.438496995704227,0.5,0
30,8,1,1,1,"b1",0.561503004295821,0.5,0
30,8,1,1,1,"tau",0.00100150427705805,0.1,0
