"","run","discount","nblock","type","row","names","par","true_par","convergence"
"369",1,3,30,2,3,"shape",0.0250331744672125,0.3,0
"370",2,3,30,2,3,"size",0.269387819715349,0.333666666666667,0
"371",2,3,30,2,3,"shape",0.00767746615997449,0.333,0
"372",2,3,30,2,3,"color",0.722934714124676,0.333333333333333,0
"373",2,3,30,2,3,"lambda",9.9999336534714,1,0
"374",2,3,30,2,3,"b0",0.45144071080296,1,0
"375",2,3,30,2,3,"b1",0.548559289197041,1,0
"376",2,3,30,2,3,"tau",0.370562244970526,0.5,0
"377",2,3,30,2,3,"size",0.269387819715349,0.5,0
"378",2,3,30,2,3,"shape",0.00767746615997449,0.3,0
"379",3,3,30,2,3,"size",0.00104187061496969,0.333666666666667,0
"380",3,3,30,2,3,"shape",0.38630401359745,0.333,0
"381",3,3,30,2,3,"color",0.612654115789683,0.333333333333333,0
"382",3,3,30,2,3,"lambda",0.129013059790318,1,0
"383",3,3,30,2,3,"b0",0.500365568603904,1,0
"384",3,3,30,2,3,"b1",0.499634431396096,1,0
"385",3,3,30,2,3,"tau",0.237123648373179,0.5,0
"386",3,3,30,2,3,"size",0.00104187061496969,0.5,0
"387",3,3,30,2,3,"shape",0.38630401359745,0.3,0
"388",4,3,30,2,3,"size",0.00100287171451189,0.333666666666667,0
"389",4,3,30,2,3,"shape",0.00100008424761746,0.333,0
"390",4,3,30,2,3,"color",0.997997044037871,0.333333333333333,0
"391",4,3,30,2,3,"lambda",0.415637793539108,1,0
"392",4,3,30,2,3,"b0",0.500231992043097,1,0
"393",4,3,30,2,3,"b1",0.499768007956904,1,0
"394",4,3,30,2,3,"tau",0.0594514724050954,0.5,0
"395",4,3,30,2,3,"size",0.00100287171451189,0.5,0
"396",4,3,30,2,3,"shape",0.00100008424761746,0.3,0
"397",5,3,30,2,3,"size",0.00100664104779293,0.333666666666667,0
"398",5,3,30,2,3,"shape",0.0775898529860874,0.333,0
"399",5,3,30,2,3,"color",0.92140350596612,0.333333333333333,0
"400",5,3,30,2,3,"lambda",0.730093073993173,1,0
"401",5,3,30,2,3,"b0",0.505266811790531,1,0
"402",5,3,30,2,3,"b1",0.494733188209469,1,0
"403",5,3,30,2,3,"tau",0.128515096308886,0.5,0
"404",5,3,30,2,3,"size",0.00100664104779293,0.5,0
"405",5,3,30,2,3,"shape",0.0775898529860874,0.3,0
"406",1,3,30,2,4,"size",0.001,0.333666666666667,0
"407",1,3,30,2,4,"shape",0.0711267588348702,0.333,0
"408",1,3,30,2,4,"color",0.92787324116513,0.333333333333333,0
"409",1,3,30,2,4,"lambda",7.10953027398136,5,0
"410",1,3,30,2,4,"b0",0.511978113259671,1,0
"411",1,3,30,2,4,"b1",0.488021886740329,1,0
"412",1,3,30,2,4,"tau",0.183769471028199,0.5,0
"413",1,3,30,2,4,"size",0.001,0.5,0
"414",1,3,30,2,4,"shape",0.0711267588348702,0.3,0
"415",2,3,30,2,4,"size",0.312028843094505,0.333666666666667,0
"416",2,3,30,2,4,"shape",0.578447909347633,0.333,0
"417",2,3,30,2,4,"color",0.109523247557862,0.333333333333333,0
"418",2,3,30,2,4,"lambda",9.9999817406998,5,0
"419",2,3,30,2,4,"b0",0.541402401479012,1,0
"420",2,3,30,2,4,"b1",0.45859759852099,1,0
"421",2,3,30,2,4,"tau",0.322601155921146,0.5,0
"422",2,3,30,2,4,"size",0.312028843094505,0.5,0
"423",2,3,30,2,4,"shape",0.578447909347633,0.3,0
"424",3,3,30,2,4,"size",0.538001758750818,0.333666666666667,0
"425",3,3,30,2,4,"shape",0.168341556783184,0.333,0
"426",3,3,30,2,4,"color",0.293656684465997,0.333333333333333,0
"427",3,3,30,2,4,"lambda",9.99999951168104,5,0
"428",3,3,30,2,4,"b0",0.568113832263598,1,0
"429",3,3,30,2,4,"b1",0.431886167736402,1,0
"430",3,3,30,2,4,"tau",0.381501526208439,0.5,0
"431",3,3,30,2,4,"size",0.538001758750818,0.5,0
"432",3,3,30,2,4,"shape",0.168341556783184,0.3,0
"433",4,3,30,2,4,"size",0.544564662837622,0.333666666666667,0
"434",4,3,30,2,4,"shape",0.14626102118013,0.333,0
"435",4,3,30,2,4,"color",0.309174315982248,0.333333333333333,0
"436",4,3,30,2,4,"lambda",9.99999542328356,5,0
"437",4,3,30,2,4,"b0",0.480457028954961,1,0
"438",4,3,30,2,4,"b1",0.519542971045039,1,0
"439",4,3,30,2,4,"tau",0.410343866567842,0.5,0
"440",4,3,30,2,4,"size",0.544564662837622,0.5,0
"441",4,3,30,2,4,"shape",0.14626102118013,0.3,0
"442",5,3,30,2,4,"size",0.00100000000000001,0.333666666666667,0
"443",5,3,30,2,4,"shape",0.109630157197789,0.333,0
"444",5,3,30,2,4,"color",0.889369842802211,0.333333333333333,0
